モーター番号,2連対率,勝率,1着,2着,3着,出走回数,優出回数,優勝回数,平均展示タイム,最高タイム（1800m）,逃げ,まくり,差し,まくり差し,抜き,恵まれ
12,72.41,7.93,12,9,4,29,2,1,6.79,"148""5",9,2,0,1,0,0
10,57.89,6.58,12,10,4,38,2,1,6.76,"148""4",7,3,1,1,0,0
46,54.84,6.84,13,4,4,31,0,0,6.82,"148""0",9,1,2,1,0,0
36,52.94,6.35,5,4,2,17,1,0,6.84,"148""8",3,0,1,0,1,0
56,50.00,6.13,8,8,5,32,0,0,6.87,"148""2",5,2,1,0,0,0
20,50.00,5.92,7,11,3,36,1,1,6.83,"148""7",5,0,1,1,0,0
51,48.28,5.41,4,10,1,29,1,0,6.85,"148""8",2,1,0,1,0,0
38,47.50,6.13,10,9,5,40,1,0,6.83,"148""0",3,1,5,0,1,0
28,46.88,6.31,8,7,4,32,1,0,6.84,"149""1",5,1,0,0,2,0
14,46.43,6.43,10,3,5,28,1,0,6.76,"148""1",3,2,2,2,1,0
45,45.00,5.65,10,8,5,40,2,0,6.80,"148""1",5,2,1,2,0,0
35,44.12,6.26,9,6,8,34,1,1,6.85,"148""7",5,2,1,1,0,0
48,42.86,5.89,9,6,6,35,1,0,6.80,"148""3",5,1,2,0,1,0
3,42.86,5.83,6,9,7,35,1,0,6.82,"147""8",4,1,0,1,0,0
16,42.31,5.08,6,5,1,26,1,1,6.82,"147""4",3,2,1,0,0,0
62,41.94,5.55,7,6,5,31,1,0,6.80,"148""5",6,0,1,0,0,0
58,41.67,6.08,6,9,7,36,0,0,6.85,"148""7",4,0,1,1,0,0
61,41.67,6.00,8,7,8,36,1,0,6.83,"148""3",6,0,2,0,0,0
7,41.67,5.67,6,9,7,36,2,0,6.82,"147""4",5,0,0,1,0,0
39,41.38,5.66,2,10,6,29,0,0,6.82,"150""0",1,1,0,0,0,0
33,40.63,6.06,4,9,7,32,1,0,6.85,"148""4",4,0,0,0,0,0
4,40.00,5.90,9,7,9,40,0,0,6.82,"146""0",5,2,1,0,1,0
34,39.29,6.32,7,4,10,28,0,0,6.81,"148""9",5,1,0,0,1,0
11,39.29,5.89,5,6,7,28,1,0,6.79,"147""5",3,1,0,1,0,0
57,37.84,5.41,6,8,7,37,0,0,6.78,"148""8",3,0,1,2,0,0
24,37.50,5.08,2,7,2,24,1,0,6.85,"149""9",0,0,1,1,0,0
55,36.11,5.67,6,7,10,36,2,0,6.84,"148""6",5,0,0,0,1,0
59,35.29,5.03,2,10,6,34,0,0,6.84,"149""5",2,0,0,0,0,0
25,33.33,5.06,8,3,3,33,0,0,6.82,"148""6",3,2,0,2,0,1
54,32.43,5.89,6,6,14,37,1,0,6.82,"147""9",2,0,2,1,0,1
5,32.14,4.68,2,7,2,28,0,0,6.87,"150""1",2,0,0,0,0,0
41,32.00,5.12,6,2,5,25,0,0,6.80,"149""1",4,1,0,0,1,0
50,31.58,4.68,3,3,1,19,0,0,6.85,"149""4",3,0,0,0,0,0
6,31.03,5.24,5,4,6,29,0,0,6.81,"148""5",3,1,1,0,0,0
30,30.77,5.03,6,6,5,39,0,0,6.76,"148""1",4,1,0,0,1,0
32,29.41,4.94,7,3,2,34,0,0,6.82,"147""7",4,1,1,0,1,0
27,29.41,4.44,6,4,3,34,0,0,6.82,"149""1",6,0,0,0,0,0
44,29.17,5.08,4,3,4,24,1,0,6.83,"147""3",2,0,0,1,1,0
2,28.57,5.18,3,5,4,28,0,0,6.84,"149""0",3,0,0,0,0,0
60,28.57,4.75,3,5,5,28,0,0,6.86,"148""9",2,0,0,0,1,0
8,28.00,4.56,5,2,2,25,0,0,6.87,"149""2",3,0,1,0,0,1
42,27.03,4.97,8,2,5,37,1,0,6.87,"148""7",5,1,2,0,0,0
31,27.03,4.68,5,5,8,37,0,0,6.84,"148""7",1,2,0,1,1,0
17,26.47,4.79,5,4,5,34,0,0,6.86,"149""4",4,0,1,0,0,0
26,25.93,4.67,3,4,5,27,0,0,6.81,"149""6",1,0,0,1,1,0
29,25.00,4.11,2,5,4,28,0,0,6.85,"149""0",1,0,0,1,0,0
15,24.24,5.18,4,4,12,33,1,0,6.84,"148""1",1,1,1,0,0,1
37,24.24,4.55,5,3,6,33,0,0,6.84,"148""4",5,0,0,0,0,0
40,21.88,4.78,4,3,8,32,0,0,6.85,"149""3",3,0,0,0,1,0
23,19.23,3.50,2,3,3,26,1,0,6.82,"149""6",1,0,0,0,1,0
18,18.92,3.73,4,3,5,37,0,0,6.82,"150""2",2,2,0,0,0,0
22,18.75,4.28,1,5,9,32,0,0,6.86,"149""8",1,0,0,0,0,0
1,18.52,4.89,2,3,7,27,0,0,6.83,"148""4",1,0,0,0,1,0
52,18.18,4.45,3,3,8,33,0,0,6.84,"149""9",1,2,0,0,0,0
49,18.18,3.70,2,4,3,33,0,0,6.82,"148""9",2,0,0,0,0,0
47,17.86,4.75,5,0,6,28,0,0,6.83,"149""0",3,0,2,0,0,0
53,17.86,3.68,1,4,3,28,0,0,6.86,"150""1",0,0,0,0,1,0
9,17.65,3.68,3,3,3,34,0,0,6.86,"149""1",2,1,0,0,0,0
43,17.39,4.22,2,2,6,23,0,0,6.85,"149""6",1,1,0,0,0,0
21,13.16,3.37,3,2,4,38,0,0,6.84,"149""5",2,1,0,0,0,0
19,9.52,3.33,0,2,3,21,0,0,6.87,"150""5",0,0,0,0,0,0
13,8.00,3.12,0,2,3,25,0,0,6.77,"152""4",0,0,0,0,0,0
